ref_area.label,indicator.label,source.label,sex.label,time,obs_value,note_indicator.label,note_source.label
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Male,2012,72,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Female,2012,82.16,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,2013,74.38,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Male,2013,70.86,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Female,2013,78.44,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Total,2015,66.81,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Data reference period: April
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Male,2015,60.35,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Data reference period: April
Guatemala,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),GTM - LFS - Encuesta Nacional de Empleo e Ingresos,Sex: Female,2015,75.03,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Economic units in the informal sector: Are not registered",Data reference period: April
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Total,2008,71.59,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Total,2009,73.88,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Male,2009,72.97,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Female,2009,74.72,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Total,2010,76.39,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Male,2010,74.57,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Female,2010,78.28,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Total,2011,70.66,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Male,2011,68.64,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Female,2011,72.68,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Total,2012,72.75,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Male,2012,70.52,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Female,2012,75.15,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Total,2013,73.38,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Male,2013,71.33,,Data reference period: May | Age coverage - minimum age: 10 years old
Honduras,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),HND - HS - Encuesta Permanente de Hogares de Propósitos Múltiples,Sex: Female,2013,75.49,,Data reference period: May | Age coverage - minimum age: 10 years old
