"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","MEX","Mexico","2015","2015",2.08774,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","MEX","Mexico","2016","2016",1.39542,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","MEX","Mexico","2017","2017",1.44282,,
"EA_7T8_AG25T99","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)","MEX","Mexico","2018","2018",1.5127,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2013","2013",33.70535,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2014","2014",34.91573,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2015","2015",40.8408,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2016","2016",41.5008,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2017","2017",42.61808,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","BGD","Bangladesh","2018","2018",43.64284,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","DOM","Dominican Republic","2013","2013",30.46232,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","DOM","Dominican Republic","2014","2014",31.26931,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","DOM","Dominican Republic","2015","2015",31.30021,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","PHL","Philippines","2013","2013",1.30786,,
"EA_6T8_AG25T99_GPI","Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)","PHL","Philippines","2017","2017",1.42544,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","HUN","Hungary","2013","2013",0.50284,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","HUN","Hungary","2014","2014",0.65924,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","HUN","Hungary","2015","2015",0.75356,,
"EA_8_AG25T99","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, both sexes (%)","HUN","Hungary","2016","2016",0.71045,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","THA","Thailand","2013","2013",0.88243,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","THA","Thailand","2016","2016",0.89069,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","KAZ","Kazakhstan","2018","2018",1.02982,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","ESP","Spain","2014","2014",28.97893,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","ESP","Spain","2015","2015",29.29108,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","ESP","Spain","2016","2016",29.79126,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","ESP","Spain","2018","2018",31.10641,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","MLI","Mali","2015","2015",8.85825,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","MLI","Mali","2016","2016",8.22355,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","MLI","Mali","2018","2018",10.5235,,
"EA_4T8_AG25T99_GPI","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)","MAC","China, Macao Special Administrative Region","2016","2016",0.97474,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","HUN","Hungary","2013","2013",0.91323,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","HUN","Hungary","2014","2014",0.88282,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","HUN","Hungary","2015","2015",0.89089,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","HUN","Hungary","2016","2016",0.89023,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2013","2013",13.66506,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2014","2014",13.64638,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2015","2015",14.52065,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2016","2016",14.04515,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","PRY","Paraguay","2018","2018",15.22289,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2013","2013",35.92054,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2014","2014",36.57744,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2015","2015",37.21942,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2016","2016",37.89827,,
"EA_4T8_AG25T99","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2017","2017",38.55639,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2013","2013",100,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2014","2014",100,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2015","2015",100,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2016","2016",100,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","SWE","Sweden","2017","2017",100,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","IRN","Iran (Islamic Republic of)","2013","2013",21.95487,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","IRN","Iran (Islamic Republic of)","2014","2014",22.26551,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","IRN","Iran (Islamic Republic of)","2016","2016",23.21621,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PHL","Philippines","2013","2013",70.0585,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","PHL","Philippines","2017","2017",59.41094,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","LKA","Sri Lanka","2016","2016",60.09544,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","LKA","Sri Lanka","2017","2017",61.1702,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","LKA","Sri Lanka","2018","2018",61.52945,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","BRA","Brazil","2013","2013",54.26008,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","BRA","Brazil","2014","2014",54.71786,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","BRA","Brazil","2015","2015",55.98748,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","BRA","Brazil","2016","2016",56.70804,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","BRA","Brazil","2017","2017",57.45854,,
"EA_2T8_AG25T99_M","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)","BRA","Brazil","2018","2018",58.26033,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","ZWE","Zimbabwe","2017","2017",0.67809,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","FJI","Fiji","2017","2017",5.16891,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","GEO","Georgia","2014","2014",30.88183,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","GEO","Georgia","2016","2016",32.85854,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","GEO","Georgia","2017","2017",34.06376,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","HKG","China, Hong Kong Special Administrative Region","2014","2014",77.4559,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","HKG","China, Hong Kong Special Administrative Region","2015","2015",78.41351,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","HKG","China, Hong Kong Special Administrative Region","2017","2017",79.40017,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","AUT","Austria","2013","2013",21.8577,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","AUT","Austria","2014","2014",29.6518,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","AUT","Austria","2015","2015",30.32773,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","AUT","Austria","2016","2016",30.65788,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","COL","Colombia","2013","2013",48.13894,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","COL","Colombia","2014","2014",49.46266,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","COL","Colombia","2015","2015",50.33425,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","COL","Colombia","2016","2016",52.07935,,
"EA_2T8_AG25T99","Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)","COL","Colombia","2018","2018",54.4447,,
